Month,DrugCode,ForecastDemand,CurrentStock,Surplus,ShelfLifeDays,LeadTimeDays,UnitCost,WastageRate,Season,RiskLabel
2036-04,M01AE,167.15,170.64,3.49,853,18,166.12,0.29,Spring,Balanced
2036-04,N02BA,1056.46,747.73,-308.73,902,15,102.98,0.07,Spring,Shortage
2036-04,N02BE,213.31,231.69,18.39,751,44,198.63,0.23,Spring,Balanced
2036-04,N05B,1196.64,1336,139.36,468,88,128.17,0.26,Spring,Balanced
2036-04,N05C,1420.3,2030.83,610.53,988,61,16.19,0.05,Spring,Surplus
2036-04,R03,117.06,70.87,-46.19,562,30,41.61,0.13,Spring,Shortage
2036-04,R06,125.55,166.39,40.84,425,30,180.67,0.26,Spring,Surplus
2036-05,M01AB,712.94,887.16,174.22,1055,75,160.71,0.13,Spring,Surplus
2036-05,M01AE,1185.14,1140.64,-44.49,673,81,67.4,0.18,Spring,Balanced
2036-05,N02BA,876.4,581.6,-294.8,774,86,93.82,0.29,Spring,Shortage
2036-05,N02BE,1136.89,1490.65,353.76,197,78,93.84,0.19,Spring,Surplus
2036-05,N05B,1250.15,686.67,-563.47,930,80,109.91,0.06,Spring,Shortage
2036-05,N05C,496.37,388.12,-108.24,270,35,10.81,0.05,Spring,Shortage
2036-05,R03,1224.66,774.72,-449.93,1037,86,90.95,0.16,Spring,Shortage
2036-05,R06,1152.51,1091.81,-60.7,437,87,123.86,0.03,Spring,Balanced
2036-06,M01AB,259.81,243.45,-16.36,887,63,148.84,0.17,Summer,Balanced
2036-06,M01AE,600.56,402.83,-197.73,884,30,115.31,0.13,Summer,Shortage
2036-06,N02BA,786.94,527.79,-259.16,460,18,166.02,0.17,Summer,Shortage
2036-06,N02BE,1016.12,1222.48,206.37,166,31,94.34,0.29,Summer,Surplus
2036-06,N05B,1157.06,1700.36,543.3,684,15,13.37,0.17,Summer,Surplus
2036-06,N05C,555.99,431.14,-124.84,393,69,73.72,0.1,Summer,Shortage
2036-06,R03,1279.48,1722.55,443.07,103,35,42.25,0,Summer,Surplus
2036-06,R06,385.01,388.76,3.74,639,65,89.97,0.29,Summer,Balanced
2036-07,M01AB,544.9,518.84,-26.06,917,58,177.6,0.1,Summer,Balanced
2036-07,M01AE,274,341.38,67.37,825,75,94.9,0.19,Summer,Surplus
2036-07,N02BA,1364.57,1254.16,-110.41,275,46,23.82,0.3,Summer,Balanced
2036-07,N02BE,483.69,304.88,-178.81,856,60,117.75,0.02,Summer,Shortage
2036-07,N05B,1297.78,1896.7,598.92,807,9,67.1,0.22,Summer,Surplus
2036-07,N05C,1013.81,579.71,-434.1,884,51,130.98,0.12,Summer,Shortage
2036-07,R03,294.1,349.72,55.62,1031,20,171.81,0.04,Summer,Balanced
2036-07,R06,1184.93,1390.54,205.61,945,55,139.12,0.13,Summer,Balanced
2036-08,M01AB,1419.13,910.53,-508.6,786,64,76.71,0.29,Summer,Shortage
2036-08,M01AE,515.06,753.12,238.05,824,46,54.44,0.24,Summer,Surplus
2036-08,N02BA,1493.54,1124.13,-369.41,320,33,122.47,0.29,Summer,Shortage
2036-08,N02BE,170.49,89.09,-81.4,873,18,10.95,0.27,Summer,Shortage
2036-08,N05B,1090.25,1283.34,193.09,367,53,78.69,0.15,Summer,Balanced
2036-08,N05C,192.3,176.82,-15.48,765,19,7.6,0.04,Summer,Balanced
2036-08,R03,1153.13,597.37,-555.77,467,82,17.74,0.24,Summer,Shortage
2036-08,R06,1350.97,1946.93,595.96,471,33,57.87,0.1,Summer,Surplus
2036-09,M01AB,657.02,420.03,-236.99,538,9,85.19,0.09,Autumn,Shortage
2036-09,M01AE,442.53,651.51,208.98,822,65,157.5,0.03,Autumn,Surplus
2036-09,N02BA,559.44,821.37,261.93,426,57,130.51,0.21,Autumn,Surplus
2036-09,N02BE,1041.4,853.24,-188.16,649,63,96.94,0.08,Autumn,Balanced
2036-09,N05B,554.02,367.19,-186.83,933,68,158.87,0.2,Autumn,Shortage
2036-09,N05C,188.45,186.11,-2.34,97,79,106.21,0.12,Autumn,Balanced
2036-09,R03,944.21,1386.71,442.5,744,41,111.63,0.24,Autumn,Surplus
2036-09,R06,825.76,680.34,-145.42,406,20,177.57,0.14,Autumn,Balanced
2036-10,M01AB,1320.83,1434.23,113.4,798,36,171.94,0.18,Autumn,Balanced
2036-10,M01AE,522.93,688.1,165.17,744,52,169.22,0.03,Autumn,Surplus
2036-10,N02BA,1454.96,2123.7,668.74,452,55,82.93,0.12,Autumn,Surplus
2036-10,N02BE,1028.94,583.51,-445.44,664,74,154.52,0.25,Autumn,Shortage
2036-10,N05B,280.68,392.23,111.55,270,63,176.43,0.15,Autumn,Surplus
2036-10,N05C,826.79,1173.25,346.46,286,11,89.91,0.08,Autumn,Surplus
2036-10,R03,607.96,539.73,-68.23,989,8,56.5,0.3,Autumn,Balanced
2036-10,R06,423.98,351.39,-72.58,709,75,59.15,0.06,Autumn,Balanced
2036-11,M01AB,263.2,213.9,-49.3,701,55,161.03,0.04,Autumn,Balanced
2036-11,M01AE,1170.69,1519.01,348.33,104,53,62.28,0.04,Autumn,Surplus
2036-11,N02BA,1113.1,1225.96,112.85,134,65,2.23,0.28,Autumn,Balanced
2036-11,N02BE,127.45,110.47,-16.98,154,9,0.77,0.15,Autumn,Balanced
2036-11,N05B,1136.63,1504.07,367.44,417,70,126.31,0.02,Autumn,Surplus
2036-11,N05C,747.42,489.42,-258,706,53,66.2,0.13,Autumn,Shortage
2036-11,R03,870.31,1220.93,350.63,551,78,196.24,0.23,Autumn,Surplus
2036-11,R06,781.88,894.49,112.61,342,7,168.98,0.17,Autumn,Balanced
2036-12,M01AB,1479.52,1681.37,201.85,661,40,160.05,0.1,Winter,Balanced
2036-12,M01AE,411.63,383.02,-28.61,335,28,178.97,0.16,Winter,Balanced
2036-12,N02BA,1468.31,1923.52,455.2,217,73,189.43,0.15,Winter,Surplus
2036-12,N02BE,1334.05,1144.81,-189.24,369,83,83.92,0.16,Winter,Balanced
2036-12,N05B,843.63,840.59,-3.04,209,43,185.48,0.18,Winter,Balanced
2036-12,N05C,629.38,724.52,95.15,133,64,45.94,0.18,Winter,Balanced
2036-12,R03,576.05,546.62,-29.43,537,22,190.69,0.15,Winter,Balanced
2036-12,R06,1461.46,742.71,-718.75,1038,14,192.22,0,Winter,Shortage
2037-01,M01AB,282.4,325.82,43.42,299,52,13.19,0.07,Winter,Balanced
2037-01,M01AE,783.29,819.24,35.95,668,13,34.49,0.15,Winter,Balanced
2037-01,N02BA,903.09,585.57,-317.53,236,26,199.78,0.3,Winter,Shortage
2037-01,N02BE,1326.06,1186.37,-139.69,395,34,83.61,0.19,Winter,Balanced
2037-01,N05B,484.87,536.36,51.49,442,50,5.38,0.24,Winter,Balanced
2037-01,N05C,47.49,37.67,-9.82,431,87,75.55,0.02,Winter,Shortage
2037-01,R03,1372.86,1257.1,-115.76,1066,16,125.69,0.24,Winter,Balanced
2037-01,R06,982.78,1226.71,243.93,1062,70,100.89,0.02,Winter,Surplus
2037-02,M01AB,1093.66,1428.29,334.63,149,54,85.61,0.27,Winter,Surplus
2037-02,M01AE,1272.48,1304.84,32.36,598,43,180.18,0.25,Winter,Balanced
2037-02,N02BA,1033.61,1241.12,207.51,965,36,173.21,0.22,Winter,Surplus
2037-02,N02BE,623.6,445.72,-177.89,753,66,85.22,0.05,Winter,Shortage
2037-02,N05B,1215.41,1227.87,12.45,877,78,56.7,0.14,Winter,Balanced
2037-02,N05C,688.55,427.44,-261.11,102,41,84.04,0.13,Winter,Shortage
2037-02,R03,109.28,111.09,1.81,921,58,152.25,0.14,Winter,Balanced
2037-02,R06,1399.4,1690.31,290.91,261,70,50.66,0.05,Winter,Surplus
2037-03,M01AB,1438.02,1947.96,509.95,509,69,42.37,0.15,Spring,Surplus
2037-03,M01AE,58.83,68.91,10.08,437,37,179.78,0.05,Spring,Balanced
2037-03,N02BA,1212.04,1565.91,353.87,678,52,107.84,0.27,Spring,Surplus
2037-03,N02BE,1274.26,1262.09,-12.17,431,18,107.28,0.21,Spring,Balanced
2037-03,N05B,528.57,322.99,-205.58,775,20,68.12,0.04,Spring,Shortage
2037-03,N05C,1291.1,1044.32,-246.78,966,35,113.51,0.14,Spring,Balanced
2037-03,R03,758.85,935.09,176.23,398,64,179.21,0.02,Spring,Surplus
2037-03,R06,236.76,288.05,51.29,269,26,81.01,0.04,Spring,Surplus
2037-04,M01AB,774.95,485.54,-289.41,182,89,98.79,0.1,Spring,Shortage
2037-04,M01AE,245.96,258.79,12.83,545,26,83.26,0.23,Spring,Balanced
2037-04,N02BA,89.55,55.78,-33.77,902,77,80.69,0.25,Spring,Shortage
2037-04,N02BE,539.01,622.35,83.34,901,26,117.44,0.11,Spring,Balanced
2037-04,N05B,878.27,739.74,-138.53,1078,30,198.56,0.04,Spring,Balanced
2037-04,N05C,136.35,187.97,51.61,419,86,130.23,0.1,Spring,Surplus
2037-04,R03,605.44,461.41,-144.03,985,57,82.43,0.22,Spring,Shortage
2037-04,R06,781.96,1128.81,346.85,192,70,100.86,0.18,Spring,Surplus
2037-05,M01AB,1382.69,759.32,-623.37,717,19,170.8,0.07,Spring,Shortage
2037-05,M01AE,1318.15,684.18,-633.97,491,11,186.66,0.2,Spring,Shortage
2037-05,N02BA,675.37,368,-307.38,126,55,94.32,0.01,Spring,Shortage
2037-05,N02BE,1044.04,1025.07,-18.96,135,14,43.25,0.02,Spring,Balanced
2037-05,N05B,874.21,980.89,106.68,1056,32,172.27,0.18,Spring,Balanced
2037-05,N05C,48.75,58.27,9.52,920,78,113.33,0.19,Spring,Balanced
2037-05,R03,544.85,772.1,227.26,422,82,134.47,0,Spring,Surplus
2037-05,R06,1389.24,850.91,-538.32,404,53,75.03,0.06,Spring,Shortage
2037-06,M01AB,890.13,839.32,-50.81,890,68,109.51,0.11,Summer,Balanced
2037-06,M01AE,40.69,22.82,-17.87,306,21,80.17,0.06,Summer,Shortage
2037-06,N02BA,611.36,412.45,-198.9,657,38,59.99,0.18,Summer,Shortage
2037-06,N02BE,769.18,424.5,-344.68,762,27,188.7,0.11,Summer,Shortage
2037-06,N05B,1371.5,1756.23,384.74,685,56,121.54,0.19,Summer,Surplus
2037-06,N05C,967.86,1092.45,124.58,642,32,85.91,0.06,Summer,Balanced
2037-06,R03,70.94,92.58,21.64,729,87,103.06,0.25,Summer,Surplus
2037-06,R06,682.36,730.71,48.35,841,65,123.24,0.25,Summer,Balanced
2037-07,M01AB,261.53,286.2,24.67,176,20,33.25,0.04,Summer,Balanced
2037-07,M01AE,1470.68,1314.37,-156.3,957,12,133.69,0.18,Summer,Balanced
2037-07,N02BA,976.02,573.91,-402.12,790,14,78.16,0.09,Summer,Shortage
2037-07,N02BE,709.67,631.65,-78.02,572,52,185.89,0.09,Summer,Balanced
2037-07,N05B,1299.99,1665.96,365.98,440,19,49.53,0.17,Summer,Surplus
2037-07,N05C,433.58,574.1,140.52,369,13,154.81,0.26,Summer,Surplus
2037-07,R03,69.11,73.39,4.28,537,56,68.51,0.24,Summer,Balanced
2037-07,R06,312.29,355.49,43.2,708,59,111.58,0.2,Summer,Balanced
2037-08,M01AB,900.11,1112.79,212.68,767,28,13.82,0.03,Summer,Surplus
2037-08,M01AE,906.82,702.76,-204.05,1015,26,34.06,0.21,Summer,Shortage
2037-08,N02BA,978.74,1162.12,183.39,481,34,52.85,0.23,Summer,Balanced
2037-08,N02BE,1167.26,1115.45,-51.81,888,18,139.45,0.11,Summer,Balanced
2037-08,N05B,1415.64,1865.79,450.15,362,41,50.81,0.06,Summer,Surplus
2037-08,N05C,530.37,517.94,-12.43,873,69,103.23,0.05,Summer,Balanced
2037-08,R03,1467.24,891.97,-575.27,147,43,8.72,0.08,Summer,Shortage
2037-08,R06,1043.86,1411.45,367.59,671,23,106.66,0.12,Summer,Surplus
2037-09,M01AB,267.55,165.44,-102.11,250,84,91.93,0.2,Autumn,Shortage
2037-09,M01AE,1374.25,810.97,-563.29,543,65,123.55,0.18,Autumn,Shortage
2037-09,N02BA,460.03,544.63,84.6,492,57,23.02,0.16,Autumn,Balanced
2037-09,N02BE,178.86,245.5,66.64,827,74,161.69,0.11,Autumn,Surplus
2037-09,N05B,213.86,115.81,-98.06,1037,32,49.22,0.17,Autumn,Shortage
2037-09,N05C,61.96,63.23,1.27,907,86,115.64,0.21,Autumn,Balanced
2037-09,R03,962.12,1428.4,466.28,1015,14,86.23,0.13,Autumn,Surplus
2037-09,R06,643.07,748.4,105.33,911,32,103.73,0.13,Autumn,Balanced
2037-10,M01AB,1487.8,2123.92,636.13,905,61,22.76,0.25,Autumn,Surplus
2037-10,M01AE,1495.84,1185.62,-310.22,846,24,188.36,0.21,Autumn,Shortage
2037-10,N02BA,464.59,502.24,37.65,1000,59,162.46,0.22,Autumn,Balanced
2037-10,N02BE,1113.38,754.9,-358.49,927,72,55.59,0.28,Autumn,Shortage
2037-10,N05B,566.02,768.46,202.44,298,35,84.86,0.16,Autumn,Surplus
2037-10,N05C,573.9,712.08,138.18,521,18,152.78,0.22,Autumn,Surplus
2037-10,R03,330.62,277.05,-53.57,697,51,66.49,0.23,Autumn,Balanced
2037-10,R06,514.15,328.15,-186,1062,11,160.59,0.01,Autumn,Shortage
2037-11,M01AB,586.96,313.86,-273.1,366,60,120.48,0.26,Autumn,Shortage
2037-11,M01AE,206.14,196.06,-10.08,146,29,104.17,0.23,Autumn,Balanced
2037-11,N02BA,798.36,525.39,-272.97,256,48,38.08,0.11,Autumn,Shortage
2037-11,N02BE,1397.88,1816.79,418.91,415,75,98.87,0.08,Autumn,Surplus
2037-11,N05B,1065.4,1387.97,322.57,1032,73,8.84,0.19,Autumn,Surplus
2037-11,N05C,856.89,773.03,-83.86,1044,14,110.35,0.08,Autumn,Balanced
2037-11,R03,614.66,570.48,-44.19,768,51,192.2,0.27,Autumn,Balanced
2037-11,R06,1087.19,1179.6,92.4,947,61,190.14,0.07,Autumn,Balanced
2037-12,M01AB,1126.81,1150.27,23.46,397,16,155.43,0.17,Winter,Balanced
2037-12,M01AE,1001.63,824.24,-177.39,374,33,123.66,0.12,Winter,Balanced
2037-12,N02BA,321.61,470.07,148.47,459,27,146.92,0.12,Winter,Surplus
2037-12,N02BE,552.04,500.79,-51.25,214,8,109.06,0.16,Winter,Balanced
2037-12,N05B,760.82,482.96,-277.86,442,74,34.24,0.04,Winter,Shortage
2037-12,N05C,1400.99,1548.02,147.03,906,43,111.61,0.03,Winter,Balanced
2037-12,R03,1401.97,1168.56,-233.41,362,66,99.56,0.08,Winter,Balanced
2037-12,R06,816.31,692.65,-123.66,454,59,53.55,0.13,Winter,Balanced
2038-01,M01AB,74.53,94.7,20.17,362,26,40.37,0.07,Winter,Surplus
2038-01,M01AE,1202.98,1278.92,75.94,1033,9,86.15,0.12,Winter,Balanced
2038-01,N02BA,197.5,232.29,34.79,123,15,144.32,0.22,Winter,Balanced
2038-01,N02BE,30.08,43.73,13.65,178,53,94.22,0.17,Winter,Surplus
2038-01,N05B,1269.47,1245.33,-24.15,223,33,165.77,0.16,Winter,Balanced
2038-01,N05C,254.97,256.4,1.42,675,21,88.87,0.18,Winter,Balanced
2038-01,R03,730.22,1046.29,316.07,590,73,137.55,0.24,Winter,Surplus
2038-01,R06,887.04,1249.76,362.73,578,39,13.33,0.12,Winter,Surplus
2038-02,M01AB,64.48,53.48,-11,625,41,182.2,0.25,Winter,Balanced
2038-02,M01AE,217.42,128.94,-88.49,444,74,106.66,0.08,Winter,Shortage
2038-02,N02BA,1352.2,1930.08,577.88,869,17,178.12,0.12,Winter,Surplus
2038-02,N02BE,1113.12,1086.34,-26.78,92,34,45.09,0.02,Winter,Balanced
2038-02,N05B,1202.35,786.41,-415.94,877,17,68.06,0.04,Winter,Shortage
2038-02,N05C,639.29,329.11,-310.18,431,41,102.94,0.04,Winter,Shortage
2038-02,R03,378.36,358.68,-19.68,726,43,40.28,0.09,Winter,Balanced
2038-02,R06,92.23,104.55,12.32,568,35,154.28,0.1,Winter,Balanced
2038-03,M01AB,386.03,258.27,-127.75,818,21,87.21,0.1,Spring,Shortage
2038-03,M01AE,292.63,370.28,77.65,812,17,113.53,0.29,Spring,Surplus
2038-03,N02BA,497.7,358.15,-139.55,673,75,151.8,0.07,Spring,Shortage
2038-03,N02BE,142.62,186.9,44.29,221,54,108.47,0.01,Spring,Surplus
2038-03,N05B,147.29,135.21,-12.08,639,68,18.08,0.25,Spring,Balanced
2038-03,N05C,1106.48,1229.24,122.76,133,62,81.12,0.07,Spring,Balanced
2038-03,R03,782.67,820.9,38.23,555,39,113.23,0.28,Spring,Balanced
2038-03,R06,1356.3,1865.89,509.59,831,73,188.71,0.03,Spring,Surplus
2038-04,M01AB,419.73,417.66,-2.08,116,78,13.28,0.05,Spring,Balanced
2038-04,M01AE,1155.44,1147.96,-7.47,367,23,79.75,0.08,Spring,Balanced
2038-04,N02BA,540.97,656.08,115.1,602,31,180.89,0.18,Spring,Surplus
2038-04,N02BE,754.74,970.4,215.67,97,65,71.49,0.07,Spring,Surplus
2038-04,N05B,935.84,934.78,-1.05,94,88,92.74,0.02,Spring,Balanced
2038-04,N05C,1466.73,1970.68,503.95,395,20,180.97,0.1,Spring,Surplus
2038-04,R03,584.35,821.83,237.48,948,35,27.98,0.11,Spring,Surplus
2038-04,R06,1091.48,735.86,-355.62,159,8,139.21,0.1,Spring,Shortage
2038-05,M01AB,1050,1453.42,403.42,226,9,12.13,0.3,Spring,Surplus
2038-05,M01AE,1136.03,1549.44,413.41,270,22,81.62,0.17,Spring,Surplus
2038-05,N02BA,365.76,483.61,117.85,947,34,141.22,0.15,Spring,Surplus
2038-05,N02BE,891.27,605.71,-285.55,851,55,38.13,0.03,Spring,Shortage
2038-05,N05B,833.62,1008.09,174.47,625,66,101.28,0.16,Spring,Surplus
2038-05,N05C,1214.2,1567.97,353.76,185,54,126.72,0.26,Spring,Surplus
2038-05,R03,147.39,188.36,40.97,1064,32,113.04,0.2,Spring,Surplus
2038-05,R06,1386.26,771.76,-614.5,920,55,36.06,0.3,Spring,Shortage
2038-06,M01AB,1081.16,1205.11,123.95,160,13,182.54,0.08,Summer,Balanced
2038-06,M01AE,709.35,744.21,34.86,270,63,145.53,0.11,Summer,Balanced
2038-06,N02BA,41.92,21.35,-20.57,970,10,97.92,0.01,Summer,Shortage
2038-06,N02BE,1039.78,825.59,-214.19,1013,69,60.53,0.05,Summer,Shortage
2038-06,N05B,628.55,460.27,-168.28,1006,59,119.53,0.03,Summer,Shortage
2038-06,N05C,1061.52,586.64,-474.88,650,13,93.83,0.02,Summer,Shortage
2038-06,R03,909.33,695.09,-214.23,447,12,103.73,0.28,Summer,Shortage
2038-06,R06,837.15,906.63,69.48,394,19,189.84,0.23,Summer,Balanced
2038-07,M01AB,449.55,604.28,154.74,915,26,165.82,0.25,Summer,Surplus
2038-07,M01AE,307.64,369.52,61.88,1060,60,59.85,0.09,Summer,Surplus
2038-07,N02BA,1096.59,800.32,-296.27,463,60,143.19,0.05,Summer,Shortage
2038-07,N02BE,183.59,135.4,-48.19,368,19,9.39,0.29,Summer,Shortage
2038-07,N05B,1082.61,891.2,-191.41,269,42,177.57,0.08,Summer,Balanced
2038-07,N05C,673.81,576.1,-97.71,342,66,134.8,0.25,Summer,Balanced
2038-07,R03,478.17,712.56,234.39,587,27,89.92,0.13,Summer,Surplus
2038-07,R06,702.74,533.16,-169.58,119,51,181.9,0.15,Summer,Shortage
2038-08,M01AB,559.41,539.85,-19.56,673,54,176.86,0.06,Summer,Balanced
2038-08,M01AE,1379.74,1814.61,434.87,809,13,176.11,0.08,Summer,Surplus
2038-08,N02BA,185.76,113.73,-72.03,241,16,2.05,0.23,Summer,Shortage
2038-08,N02BE,186.36,108.53,-77.83,839,77,86.8,0.15,Summer,Shortage
2038-08,N05B,967.37,770.09,-197.28,328,75,34.28,0.25,Summer,Shortage
2038-08,N05C,870.62,943.65,73.04,959,8,15.28,0.14,Summer,Balanced
2038-08,R03,934.95,556.34,-378.61,655,18,109.32,0.29,Summer,Shortage
2038-08,R06,293.78,154.36,-139.42,666,73,32.48,0.16,Summer,Shortage
2038-09,M01AB,812.5,467.89,-344.6,984,87,124.94,0.06,Autumn,Shortage
2038-09,M01AE,720.07,878.72,158.65,554,68,51.21,0.15,Autumn,Surplus
2038-09,N02BA,1450.17,1931.97,481.8,142,83,178.22,0.03,Autumn,Surplus
2038-09,N02BE,1483.65,2149.91,666.26,1072,64,186.72,0.11,Autumn,Surplus
2038-09,N05B,1271.72,1167.93,-103.79,460,81,127.03,0.23,Autumn,Balanced
2038-09,N05C,79.67,87.09,7.42,1068,42,69.52,0.1,Autumn,Balanced
2038-09,R03,719.52,600.18,-119.34,280,11,29.55,0.01,Autumn,Balanced
2038-09,R06,721.27,1049.04,327.78,136,71,189.28,0.22,Autumn,Surplus
2038-10,M01AB,967.12,1107.62,140.5,182,48,55.39,0.15,Autumn,Balanced
2038-10,M01AE,1185.85,1638.52,452.67,301,14,116.65,0.07,Autumn,Surplus
2038-10,N02BA,1002.01,1212.34,210.33,563,39,88.12,0.25,Autumn,Surplus
2038-10,N02BE,749.69,608.28,-141.41,986,17,31.6,0.06,Autumn,Balanced
2038-10,N05B,1040.44,886.91,-153.53,451,24,31.96,0.08,Autumn,Balanced
2038-10,N05C,260.27,378.15,117.88,553,12,67.78,0,Autumn,Surplus
2038-10,R03,255.52,235.37,-20.15,661,33,81.61,0.11,Autumn,Balanced
2038-10,R06,1192.78,1204.96,12.18,769,12,147.93,0.12,Autumn,Balanced
2038-11,M01AB,416.5,364.64,-51.85,467,27,68.95,0.07,Autumn,Balanced
2038-11,M01AE,615.8,319.71,-296.09,896,30,34.6,0.01,Autumn,Shortage
2038-11,N02BA,990.94,1262.39,271.45,907,10,98.96,0.06,Autumn,Surplus
2038-11,N02BE,1113.72,1336.15,222.43,433,34,90.17,0.29,Autumn,Balanced
2038-11,N05B,1279.89,1544.02,264.13,151,44,33.45,0.28,Autumn,Surplus
2038-11,N05C,651.92,507.69,-144.23,204,54,183.61,0.12,Autumn,Shortage
2038-11,R03,857.08,1116.75,259.67,777,87,9.99,0.12,Autumn,Surplus
2038-11,R06,262.61,313.92,51.3,1064,72,133.13,0.09,Autumn,Balanced
2038-12,M01AB,322.41,463.09,140.68,806,48,87.84,0.01,Winter,Surplus
2038-12,M01AE,740.88,741.66,0.78,291,72,26.87,0.11,Winter,Balanced
2038-12,N02BA,1018.23,1305.77,287.54,458,35,118.17,0.06,Winter,Surplus
2038-12,N02BE,452.38,299.43,-152.95,583,54,45.36,0.16,Winter,Shortage
2038-12,N05B,857.15,1238.54,381.39,853,45,128.51,0.25,Winter,Surplus
2038-12,N05C,853.55,644.44,-209.12,596,9,8.33,0.09,Winter,Shortage
2038-12,R03,1124.57,615.72,-508.85,180,39,141.39,0.23,Winter,Shortage
2038-12,R06,699.32,837.84,138.52,422,32,85.14,0.13,Winter,Balanced
2039-01,M01AB,236.94,240.08,3.14,884,77,95.56,0.1,Winter,Balanced
2039-01,M01AE,1090.82,626.85,-463.97,999,26,4.62,0.29,Winter,Shortage
2039-01,N02BA,709.66,647.69,-61.97,264,9,2.51,0.08,Winter,Balanced
2039-01,N02BE,190.82,221.31,30.5,520,56,153.55,0.06,Winter,Balanced
2039-01,N05B,1353.35,1384.45,31.1,908,7,161.9,0.23,Winter,Balanced
2039-01,N05C,346.06,420.68,74.62,484,33,69.55,0.05,Winter,Surplus
2039-01,R03,33.87,32.21,-1.66,99,30,111.2,0.06,Winter,Balanced
2039-01,R06,1293.71,980.31,-313.39,705,64,96.4,0.15,Winter,Shortage
2039-02,M01AB,346.18,267.2,-78.98,445,31,143.83,0.23,Winter,Shortage
2039-02,M01AE,709.62,861.54,151.92,862,78,28.09,0.29,Winter,Surplus
2039-02,N02BA,1236.92,871.39,-365.53,863,22,25.57,0.04,Winter,Shortage
2039-02,N02BE,1129.8,1095.51,-34.28,1047,12,86,0.22,Winter,Balanced
2039-02,N05B,779.79,874.89,95.11,476,78,85.33,0.14,Winter,Balanced
2039-02,N05C,790.99,1053.46,262.47,792,48,70.16,0.2,Winter,Surplus
2039-02,R03,974.37,1394.34,419.97,421,43,129.67,0.1,Winter,Surplus
2039-02,R06,1175.98,1264.42,88.44,959,82,49.88,0.02,Winter,Balanced
2039-03,M01AB,132.74,151.33,18.59,1038,79,0.89,0.22,Spring,Balanced
2039-03,M01AE,995.89,1227.23,231.35,420,17,164.19,0.01,Spring,Surplus
2039-03,N02BA,1140.48,874.83,-265.65,673,40,35.54,0.13,Spring,Shortage
2039-03,N02BE,1196.94,1154.87,-42.07,385,20,199.03,0.12,Spring,Balanced
2039-03,N05B,934.64,808.69,-125.95,517,15,139.28,0.28,Spring,Balanced
2039-03,N05C,827.27,1049.31,222.04,509,33,7.09,0,Spring,Surplus
2039-03,R03,145.86,184.22,38.36,569,72,8.1,0.15,Spring,Surplus
2039-03,R06,1076.68,1473.93,397.24,850,11,83.24,0.28,Spring,Surplus
2039-04,M01AB,1183.78,828.66,-355.12,733,84,61.42,0.13,Spring,Shortage
2039-04,M01AE,478.08,361.66,-116.42,230,74,3.64,0.08,Spring,Shortage
2039-04,N02BA,1002.23,533.25,-468.98,825,33,59.03,0.26,Spring,Shortage
2039-04,N02BE,1154.38,602.77,-551.61,179,10,55.3,0.19,Spring,Shortage
2039-04,N05B,1090.68,1486.45,395.77,335,22,198.89,0.29,Spring,Surplus
2039-04,N05C,1326.79,1426.12,99.34,105,71,132.42,0.12,Spring,Balanced
2039-04,R03,1346.26,891.99,-454.27,707,28,24.21,0,Spring,Shortage
2039-04,R06,1338.33,996.99,-341.34,175,70,162.3,0.26,Spring,Shortage
2039-05,M01AB,1487.64,1181.25,-306.4,590,69,23.52,0.12,Spring,Shortage
2039-05,M01AE,1276.52,1107.58,-168.94,844,63,101,0.19,Spring,Balanced
2039-05,N02BA,1460.15,811.46,-648.69,160,52,172.67,0.14,Spring,Shortage
2039-05,N02BE,145.43,154.24,8.8,966,76,80.36,0.11,Spring,Balanced
2039-05,N05B,852.58,993.68,141.11,563,43,85.85,0.06,Spring,Balanced
2039-05,N05C,1368.87,923.42,-445.45,949,64,103.61,0.08,Spring,Shortage
2039-05,R03,338.5,372.05,33.55,550,31,83.97,0.23,Spring,Balanced
2039-05,R06,1109.57,1192.32,82.75,193,40,112.75,0.29,Spring,Balanced
2039-06,M01AB,349.32,424.12,74.8,230,37,160.87,0.06,Summer,Surplus
2039-06,M01AE,465.01,565.94,100.93,423,62,162.47,0.22,Summer,Surplus
2039-06,N02BA,1102.52,661.78,-440.74,1043,15,44.44,0.26,Summer,Shortage
2039-06,N02BE,1121.81,1025.68,-96.13,551,57,82.54,0.28,Summer,Balanced
2039-06,N05B,534.99,782.95,247.96,658,60,126.29,0.17,Summer,Surplus
2039-06,N05C,574.03,297.54,-276.49,553,44,150.97,0.14,Summer,Shortage
2039-06,R03,250.26,191.19,-59.07,197,23,73.74,0.27,Summer,Shortage
2039-06,R06,477.81,498.47,20.65,202,46,104.61,0.19,Summer,Balanced
2039-07,M01AB,374.43,403.98,29.56,443,7,167.13,0.27,Summer,Balanced
2039-07,M01AE,1240.14,747.86,-492.28,217,88,1.12,0.09,Summer,Shortage
2039-07,N02BA,189.65,184.49,-5.16,646,86,174.96,0.22,Summer,Balanced
2039-07,N02BE,1409.72,780.84,-628.88,1041,30,132.44,0.09,Summer,Shortage
2039-07,N05B,402.65,334.55,-68.09,783,40,102.53,0.13,Summer,Balanced
2039-07,N05C,783.27,918.55,135.28,136,32,50.64,0.05,Summer,Balanced
2039-07,R03,543.73,675.2,131.48,534,29,133.55,0.07,Summer,Surplus
2039-07,R06,894.49,957.72,63.23,735,80,110.22,0.15,Summer,Balanced
